0	-0.01	-0.009	-0.008	-0.007	-0.006	-0.005	-0.004	-0.003	-0.002	-0.001	0.0	0.001	0.002	0.003	0.004	0.005	0.006	0.007	0.008	0.009	0.01
-0.030232	2.84748869122e-10	3.93879985096e-10	4.51188990925e-10	3.13102214963e-10	4.12797732809e-10	4.41086503334e-10	5.74770566528e-10	5.8206416127e-10	8.23903856512e-10	1.09945459139e-09	7.76948766224e-10	1.9914354262e-10	-2.10585315008e-10	-1.39861635506e-10	-3.1309235212e-11	1.58912780412e-10	3.2940319293e-10	6.28847090065e-11	-1.57925713597e-10	-3.70217392513e-10	-6.25733243801e-10
-0.030216	2.79748869122e-10	3.88879985096e-10	4.46188990925e-10	3.08102214963e-10	4.07797732809e-10	4.36086503334e-10	5.69770566528e-10	5.7706416127e-10	8.18903856512e-10	1.09445459139e-09	7.71948766224e-10	1.9414354262e-10	-2.15585315008e-10	-1.44861635506e-10	-3.6309235212e-11	1.53912780412e-10	3.2440319293e-10	5.78847090065e-11	-1.62925713597e-10	-3.75217392513e-10	-6.30733243801e-10
-0.0302	2.85748869122e-10	3.94879985096e-10	4.52188990925e-10	3.14102214963e-10	4.13797732809e-10	4.42086503334e-10	5.75770566528e-10	5.8306416127e-10	8.24903856512e-10	1.10045459139e-09	7.77948766224e-10	2.0014354262e-10	-2.09585315008e-10	-1.38861635506e-10	-3.0309235212e-11	1.59912780412e-10	3.3040319293e-10	6.38847090065e-11	-1.56925713597e-10	-3.69217392513e-10	-6.24733243801e-10
-0.030184	3.08748869122e-10	4.17879985096e-10	4.75188990925e-10	3.37102214963e-10	4.36797732809e-10	4.65086503334e-10	5.98770566528e-10	6.0606416127e-10	8.47903856512e-10	1.12345459139e-09	8.00948766224e-10	2.2314354262e-10	-1.86585315008e-10	-1.15861635506e-10	-7.30923521199e-12	1.82912780412e-10	3.5340319293e-10	8.68847090065e-11	-1.33925713597e-10	-3.46217392513e-10	-6.01733243801e-10
-0.030168	3.11748869122e-10	4.20879985096e-10	4.78188990925e-10	3.40102214963e-10	4.39797732809e-10	4.68086503334e-10	6.01770566528e-10	6.0906416127e-10	8.50903856512e-10	1.12645459139e-09	8.03948766224e-10	2.2614354262e-10	-1.83585315008e-10	-1.12861635506e-10	-4.30923521199e-12	1.85912780412e-10	3.5640319293e-10	8.98847090065e-11	-1.30925713597e-10	-3.43217392513e-10	-5.98733243801e-10
-0.030152	2.86748869122e-10	3.95879985096e-10	4.53188990925e-10	3.15102214963e-10	4.14797732809e-10	4.43086503334e-10	5.76770566528e-10	5.8406416127e-10	8.25903856512e-10	1.10145459139e-09	7.78948766224e-10	2.0114354262e-10	-2.08585315008e-10	-1.37861635506e-10	-2.9309235212e-11	1.60912780412e-10	3.3140319293e-10	6.48847090065e-11	-1.55925713597e-10	-3.68217392513e-10	-6.23733243801e-10
-0.030136	2.69748869122e-10	3.78879985096e-10	4.36188990925e-10	2.98102214963e-10	3.97797732809e-10	4.26086503334e-10	5.59770566528e-10	5.6706416127e-10	8.08903856512e-10	1.08445459139e-09	7.61948766224e-10	1.8414354262e-10	-2.25585315008e-10	-1.54861635506e-10	-4.6309235212e-11	1.43912780412e-10	3.1440319293e-10	4.78847090065e-11	-1.72925713597e-10	-3.85217392513e-10	-6.40733243801e-10
-0.03012	2.57748869122e-10	3.66879985096e-10	4.24188990925e-10	2.86102214963e-10	3.85797732809e-10	4.14086503334e-10	5.47770566528e-10	5.5506416127e-10	7.96903856512e-10	1.07245459139e-09	7.49948766224e-10	1.7214354262e-10	-2.37585315008e-10	-1.66861635506e-10	-5.8309235212e-11	1.31912780412e-10	3.0240319293e-10	3.58847090065e-11	-1.84925713597e-10	-3.97217392513e-10	-6.52733243801e-10
-0.030104	2.52748869122e-10	3.61879985096e-10	4.19188990925e-10	2.81102214963e-10	3.80797732809e-10	4.09086503334e-10	5.42770566528e-10	5.5006416127e-10	7.91903856512e-10	1.06745459139e-09	7.44948766224e-10	1.6714354262e-10	-2.42585315008e-10	-1.71861635506e-10	-6.3309235212e-11	1.26912780412e-10	2.9740319293e-10	3.08847090065e-11	-1.89925713597e-10	-4.02217392513e-10	-6.57733243801e-10
