0	-0.01	-0.009	-0.008	-0.007	-0.006	-0.005	-0.004	-0.003	-0.002	-0.001	0.0	0.001	0.002	0.003	0.004	0.005	0.006	0.007	0.008	0.009	0.01
-0.012537	-2.40548831481e-10	-1.99035051431e-10	-1.13417429505e-10	3.09754422098e-11	-7.4758863964e-11	-2.60680108661e-10	-5.36308487245e-10	-9.52805573114e-10	-6.06546891151e-10	-6.35108302685e-11	-2.99764856341e-10	-1.92263108275e-10	1.71004337432e-10	4.65495325534e-10	4.07044288295e-10	2.5432167281e-10	-2.47217319618e-11	1.79082477973e-11	4.27225131065e-10	6.71097498104e-10	5.45927798375e-10
-0.012523	8.86451168519e-10	9.27964948569e-10	1.01358257049e-09	1.15797544221e-09	1.05224113604e-09	8.66319891339e-10	5.90691512755e-10	1.74194426886e-10	5.20453108849e-10	1.06348916973e-09	8.27235143659e-10	9.34736891725e-10	1.29800433743e-09	1.59249532553e-09	1.53404428829e-09	1.38132167281e-09	1.10227826804e-09	1.1449082478e-09	1.55422513106e-09	1.7980974981e-09	1.67292779838e-09
-0.012509	9.01451168519e-10	9.42964948569e-10	1.02858257049e-09	1.17297544221e-09	1.06724113604e-09	8.81319891339e-10	6.05691512755e-10	1.89194426886e-10	5.35453108849e-10	1.07848916973e-09	8.42235143659e-10	9.49736891725e-10	1.31300433743e-09	1.60749532553e-09	1.54904428829e-09	1.39632167281e-09	1.11727826804e-09	1.1599082478e-09	1.56922513106e-09	1.8130974981e-09	1.68792779838e-09
-0.012495	9.02451168519e-10	9.43964948569e-10	1.02958257049e-09	1.17397544221e-09	1.06824113604e-09	8.82319891339e-10	6.06691512755e-10	1.90194426886e-10	5.36453108849e-10	1.07948916973e-09	8.43235143659e-10	9.50736891725e-10	1.31400433743e-09	1.60849532553e-09	1.55004428829e-09	1.39732167281e-09	1.11827826804e-09	1.1609082478e-09	1.57022513106e-09	1.8140974981e-09	1.68892779838e-09
-0.012481	8.99451168519e-10	9.40964948569e-10	1.02658257049e-09	1.17097544221e-09	1.06524113604e-09	8.79319891339e-10	6.03691512755e-10	1.87194426886e-10	5.33453108849e-10	1.07648916973e-09	8.40235143659e-10	9.47736891725e-10	1.31100433743e-09	1.60549532553e-09	1.54704428829e-09	1.39432167281e-09	1.11527826804e-09	1.1579082478e-09	1.56722513106e-09	1.8110974981e-09	1.68592779838e-09
-0.012467	8.91451168519e-10	9.32964948569e-10	1.01858257049e-09	1.16297544221e-09	1.05724113604e-09	8.71319891339e-10	5.95691512755e-10	1.79194426886e-10	5.25453108849e-10	1.06848916973e-09	8.32235143659e-10	9.39736891725e-10	1.30300433743e-09	1.59749532553e-09	1.53904428829e-09	1.38632167281e-09	1.10727826804e-09	1.1499082478e-09	1.55922513106e-09	1.8030974981e-09	1.67792779838e-09
-0.012453	8.71451168519e-10	9.12964948569e-10	9.98582570495e-10	1.14297544221e-09	1.03724113604e-09	8.51319891339e-10	5.75691512755e-10	1.59194426886e-10	5.05453108849e-10	1.04848916973e-09	8.12235143659e-10	9.19736891725e-10	1.28300433743e-09	1.57749532553e-09	1.51904428829e-09	1.36632167281e-09	1.08727826804e-09	1.1299082478e-09	1.53922513106e-09	1.7830974981e-09	1.65792779838e-09
-0.012439	8.49451168519e-10	8.90964948569e-10	9.76582570495e-10	1.12097544221e-09	1.01524113604e-09	8.29319891339e-10	5.53691512755e-10	1.37194426886e-10	4.83453108849e-10	1.02648916973e-09	7.90235143659e-10	8.97736891725e-10	1.26100433743e-09	1.55549532553e-09	1.49704428829e-09	1.34432167281e-09	1.06527826804e-09	1.1079082478e-09	1.51722513106e-09	1.7610974981e-09	1.63592779838e-09
-0.012425	8.24451168519e-10	8.65964948569e-10	9.51582570495e-10	1.09597544221e-09	9.90241136036e-10	8.04319891339e-10	5.28691512755e-10	1.12194426886e-10	4.58453108849e-10	1.00148916973e-09	7.65235143659e-10	8.72736891725e-10	1.23600433743e-09	1.53049532553e-09	1.47204428829e-09	1.31932167281e-09	1.04027826804e-09	1.0829082478e-09	1.49222513106e-09	1.7360974981e-09	1.61092779838e-09
